Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
((NH2)2CH)PbI3,none >> none >> none,1 >> 1 >> 1,Unknown >> Unknown >> 160,Unknown >> Unknown >> 30.0,FALSE,25,74.97551394,4.317161579
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100,Unknown >> 30.0,FALSE,290,123.7524008,4.818282801
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100,Unknown >> 30.0,FALSE,480,204.8315599,5.322187982
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 5.0,FALSE,123.942,42.31205533,3.745072041
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 5.0,FALSE,200,68.27718664,4.223575694
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 5.0,FALSE,100,34.13859332,3.530428513
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 5.0,FALSE,3275.63,1118.254004,7.019523823
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 5.0,FALSE,50,17.06929666,2.837281333
(CH3NH3)PbI3,DMF; DMSO,600; 78,130,10,FALSE,69.8909,164.4254175,5.102457078
(CH3NH3)PbI3,DMF,1,95,10,FALSE,136.316,40.71931926,3.706702654
(CH3NH3)PbI3,DMF,1,95,10,FALSE,178.195,53.22910807,3.974605391
(CH3NH3)PbI3,DMF,1,95,10,FALSE,197.716,59.06027852,4.078558592
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,508.297,414.9536957,6.028166937
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,TRUE,23.2584,18.98724375,2.943767372
(CH3NH3)PbI3,DMF; DMSO,600; 78,65; 100,1.0; 2.0,FALSE,9.15163,36.06394237,3.58529354
(CH3NH3)PbI3,DMF; DMSO,600; 78,65; 100,1.0; 2.0,FALSE,1153.68,907.1103263,6.810264081
CsPbBrI2,DMF,1,130,6,FALSE,1524.89,383.0339294,5.948123574
((NH2)2CH)0.67(CH3NH3)0.33PbBr0.5I2.5,DMF; DMSO,4; 1,150,10,FALSE,4350.35,1113.861221,7.015587835
((NH2)2CH)0.67(CH3NH3)0.33PbBr0.5I2.5,DMF; DMSO,4; 1,150,10,FALSE,13.8532,7.947970413,2.072916602
((NH2)2CH)0.67(CH3NH3)0.33PbBr0.5I2.5,DMF; DMSO,4; 1,150,10,FALSE,1279.83,327.6869691,5.79205879
((NH2)2CH)0.67(CH3NH3)0.33PbBr0.5I2.5,DMF; DMSO,4; 1,150,10,FALSE,11.7899,6.76419718,1.911643582
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,120,45,FALSE,2117.9,242.4440822,5.490771095
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,120,45,FALSE,436.829,50.00547994,3.912132598
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,60,FALSE,579.471,276.9525473,5.623846182
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,60,FALSE,579.471,276.9525473,5.623846182
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,120.0 >> 100.0,5.0 >> 5.0,FALSE,31.0797,18.56780168,2.921428988
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,120.0 >> 100.0,5.0 >> 5.0,FALSE,8.31881,4.969868251,1.603393331
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,120.0 >> 100.0,5.0 >> 5.0,FALSE,51.7995,447.3192894,6.103272634
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,120.0 >> 100.0,5.0 >> 5.0,FALSE,2.77294,23.94597535,3.175800266
(CH3NH3)PbI3,DMF,1,Unknown,10,FALSE,300.298,51.25875648,3.936886462
(CH3NH3)PbI3,DMF,1,Unknown,10,FALSE,66.5505,11.35970227,2.430072205
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,150,10,FALSE,147.951,253.1416036,5.53394903
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,150,10,FALSE,26.4397,45.23786968,3.811934561
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,150,10,FALSE,211.79,129.5270748,4.863889931
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,150,10,FALSE,21.8415,13.35788094,2.592106543
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,5,FALSE,801.164,136.7530599,4.918176817
(CH3NH3)PbI3,DMSO; GBL,4; 6,100,10,FALSE,27.8597,47.66746513,3.864249092
Cs0.2((NH2)2CH)0.2(CH3NH3)0.6PbI3,DMF,1,100,10,FALSE,2117.9,903.7765848,6.806582189
Cs0.2((NH2)2CH)0.2(CH3NH3)0.6PbI3,DMF,1,100,10,FALSE,243.529,103.9217187,4.64363791
(CH3NH3)PbI3,DMF,1,100,100,FALSE,221.529,56.72016329,4.038129761
(CH3NH3)PbI3,DMF,1,100,100,FALSE,76.6613,19.62831708,2.976973273
(CH3NH3)PbI3,DMF,1,100,100,FALSE,135.701,34.74480939,3.548030191
(CH3NH3)PbI3,DMF,1,100,100,FALSE,30.3284,7.765266852,2.049660822
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO,8; 1,100,30,FALSE,48.7058,16.62747498,2.811056447
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,8.3,7.100578265,1.960176227
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,720,307.2473399,5.727653091
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,2.672,2.285872907,0.826747967
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,33.2753,14.19964918,2.653217259
(CH3NH3)PbI3,DMF; DMSO,4; 1,90,45,FALSE,134.136,34.34410765,3.536430465
(CH3NH3)PbI3,DMF; DMSO,4; 1,90,45,FALSE,257.774,66.00031315,4.189659487
(CH3NH3)PbI3,DMF; DMSO,,Unknown,Unknown,FALSE,250,42.67324165,3.753572064
Cs0.15((NH2)2CH)0.85PbBr0.3I2.7,DMF; DMSO,,145,5,FALSE,228.128,195.1615323,5.273827587
Cs0.06((NH2)2CH)0.78(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,0.13633,0.116629137,-2.14875615
Cs0.06((NH2)2CH)0.78(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,0.634714,0.542992341,-0.610660064
Cs0.06((NH2)2CH)0.78(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,0.430941,0.368666301,-0.997863377
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,240,81.93262396,4.405897251
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,720,245.7978719,5.504509539
(CH3NH3)PbI3,DMF,1,100,90,FALSE,10,6.907667478,1.932632023
(CH3NH3)PbI3,DMF,1,100,90,FALSE,40,27.63066991,3.318926384
(CH3NH3)PbI3,DMF,1,100,90,FALSE,1647.64,1138.134924,7.03714617
((NH2)2CH)PbI3,DMF,1,100; 150,1.0; 10.0,TRUE,17,19.88004703,2.989716567
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,5274.71,1800.711796,7.495937308
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,2757.37,941.3273306,6.847290933
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,7.50746,2.562941238,0.94115552
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,8.95804,3.058148845,1.11780978
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,13.0465,4.453891577,1.493778226
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 120.0,FALSE,120,40.96631198,3.71275007
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,30.0 >> 30.0,FALSE,168,50.18373218,3.915690914
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,30.0 >> 30.0,FALSE,168,50.18373218,3.915690914
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,30.0 >> 30.0,FALSE,120,35.84552298,3.579218677
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,45,FALSE,1524.89,260.2879978,5.561788702
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 80.0,Unknown,TRUE,248.557,42.4269317,3.747783342
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 80.0,Unknown,TRUE,1230.76,210.0820756,5.34749829
CsPbBr2I,DMSO,1,250,10,FALSE,1077.72,406.5354124,6.007671041
CsPbBr2I,DMSO,1,250,10,FALSE,1077.72,406.5354124,6.007671041
CsPbBr2I,DMSO,1,250,10,FALSE,1922.79,725.3110508,6.586600598
CsPbBr2I,DMSO,1,250,10,FALSE,1922.79,725.3110508,6.586600598
CsPbBr2I,DMSO,1,250,10,FALSE,1437.09,542.0962549,6.295443578
CsPbBr2I,DMSO,1,250,10,FALSE,1437.09,542.0962549,6.295443578
CsPbBr2I,DMSO,1,250,10,FALSE,1922.79,725.3110508,6.586600598
CsPbBr2I,DMSO,1,250,10,FALSE,1922.79,725.3110508,6.586600598
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,23857.7,10180.85397,9.228264174
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,350,59.74253831,4.090044301
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,30,5.120788998,1.633308528
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,3461.03,1476.933695,7.29772339
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,5780.53,2466.739535,7.810652531
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,200,34.13859332,3.530428513
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,80,FALSE,12,2.048315599,0.717017796
((NH2)2CH)PbI3,DMF >> IPA,1 >> 1,70.0 >> 150.0,10.0 >> 20.0,FALSE,138.647,23.66606774,3.164042281
((NH2)2CH)0.96(CH3NH3)0.04PbBr0.12I2.88,DMF >> IPA,1 >> 1,70.0 >> 150.0,10.0 >> 20.0,FALSE,625.622,106.7892751,4.670857501
((NH2)2CH)0.975(CH3NH3)0.025PbI3,DMF >> IPA,1 >> 1,70.0 >> 150.0,10.0 >> 20.0,FALSE,2676.17,456.8033964,6.124253094
(CH3NH3)PbI3,DMF,1,110,90,FALSE,508.297,187.6587016,5.234624896
(CH3NH3)PbI3,DMF,1,110,90,FALSE,508.297,187.6587016,5.234624896
(CH3NH3)PbI3,DMF,1,110,90,FALSE,44.4814,16.42213464,2.798630098
(CH3NH3)PbI3,DMF,1,110,90,FALSE,33.2753,12.28494284,2.508374353
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,960,491.5957438,6.19765672
((NH2)2CH)0.25(CH3NH3)0.75SnI3,DMSO,1,100,10,FALSE,400,68.27718664,4.223575694
((NH2)2CH)0.25(CH3NH3)0.75SnI3,DMSO,1,100,10,FALSE,310.264,1142.604835,7.041065878
CsPbBrI2,Unknown,,270,10,FALSE,387.83,7158.236955,8.876018994
(CH3NH3)PbI3,DMF,1,100,2,TRUE,2088.17,891.0898301,6.792445242
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,104,26.62810279,3.281967154
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,72,18.43484039,2.914242374
(CH3NH3)PbI3,DMF; DMSO,4; 1,70; 120,2.0; 10.0,FALSE,82.5821,14.09618364,2.645904097
(CH3NH3)PbI3,DMF; DMSO,4; 1,70; 120,2.0; 10.0,FALSE,816,139.2854607,4.936525502
(C4H9NH3)2(CH3NH3)3Pb4I13,DMF,1,150,10,FALSE,1376.37,1177.472639,7.071125589
(C4H9NH3)2(CH3NH3)3Pb4I13,DMF,1,150,10,FALSE,4.84166,2.685921253,0.98802378
(C4H9NH3)2(CH3NH3)3Pb4I13,DMF,1,150,10,TRUE,2200,1220.454711,7.106978782
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,500,365.0348504,5.89999283
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,243.529,2103.01681,7.651128169
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,600,513.2948143,6.240850367
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,146.118,125.0026861,4.828335226
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,8238.19,6014.452908,8.70192067
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,400,3454.236349,8.147356684
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,2117.9,1811.845146,7.502101022
Cs0.05((NH2)2CH)0.54(CH3NH3)0.41PbBr0.06I2.94,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 70.0,FALSE,2117.9,1811.845146,7.502101022
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,45,FALSE,175.341,89.78842636,4.497456085
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,45,FALSE,720,368.6968078,5.909974647
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,45,FALSE,3132.25,1603.959134,7.38023031
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,128.025,21.85296705,3.084336704
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,850,145.0890216,4.977347496
(CH3NH3)PbI3,DMF >> none,1 >> 1,70.0 >> Unknown,15.0 >> Unknown,FALSE,508.297,195.2161264,5.274107285
(CH3NH3)PbI3,DMF >> none,1 >> 1,70.0 >> Unknown,15.0 >> Unknown,FALSE,186.158,71.49568787,4.269637138
((NH2)2CH)PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.12,Unknown >> 10.4,FALSE,2233.9,571.9665271,6.349080471
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 15.0,FALSE,720,184.3484039,5.216827467
(CH3NH3)PbI3,DMF; DMSO,2; 1,100,10,FALSE,800,170.6929666,5.139866426
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.39I2.61,DMF; DMSO,4; 1,100,60,FALSE,2637.35,450.1770954,6.109641051
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,528,247.8461875,5.512808342
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,1256.82,589.9584192,6.380052059
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,360,92.17420196,4.523680286
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,279.238,71.49594391,4.26964072
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,Unknown,FALSE,99,33.79720738,3.520378177
Cs0.1((NH2)2CH)0.9PbBr0.3I2.7,DMF; DMSO,4; 1,105,50,FALSE,55.4588,478.9195071,6.17153254
((OH(CH2)2NH3))2Cs0.9((NH2)2CH)8.1Pb10Br3.3I29.7,DMF; DMSO,4; 1,105,50,FALSE,174.732,1508.914064,7.319145508
((OH(CH2)2NH3))2Cs1.9((NH2)2CH)17.1Pb20Br0I63,DMF; DMSO,4; 1,105,50,FALSE,97.4117,841.2075874,6.734838464
((OH(CH2)2NH3))2Cs1.9((NH2)2CH)17.1Pb20Br6.3I56.7,DMF; DMSO,4; 1,105,50,FALSE,400,3454.236349,8.147356684
CsPbBrI2,DMF; DMSO,4; 1,280,10,FALSE,48.5264,41.5139158,3.726028691
CsEu0.07Pb0.93BrI2,DMF; DMSO,4; 1,280,10,FALSE,95,81.27167894,4.397797603
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,9; 1,150,10,FALSE,100.41,57.60804068,4.053662153
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,9; 1,150,10,FALSE,813.45,466.6991404,6.145684811
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,862.254,1675.234767,7.423708594
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,3935.71,7646.515091,8.942005279
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1524.89,260.2879978,5.561788702
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1703.55,290.7840032,5.672580735
(CH3NH3)PbI3,DMF,1,100,10,FALSE,762.446,130.1441696,4.868642833
Cs0.1((NH2)2CH)0.75(CH3NH3)0.15PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,95,56.75541139,4.038751007
(CH3NH3)PbI3,DMF; DMSO,11; 1,65,1,FALSE,80,47.79403064,3.86690075
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,10,FALSE,1270.74,216.9063804,5.379465834
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,10,FALSE,111.204,18.98174066,2.943477499
(CH3NH3)PbI3,DMF,1,100,30,FALSE,80,13.65543733,2.614137781
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown,Unknown,FALSE,35.7538,6.102922189,1.808767704
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown,Unknown,FALSE,2088.17,356.435932,5.87615451
(CH3NH3)PbI3,DMF,1,95,75,FALSE,140,119.76879,4.785563134
(CH3NH3)PbI3,DMF,1,95,75,FALSE,85,72.71676537,4.286571968
(CH3NH3)PbI3,DMF,1,95,75,FALSE,52,44.48555058,3.79516443
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown,Unknown,FALSE,76.5193,13.06130632,2.569654143
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,5678.51,1938.563435,7.569702481
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,8.0482,5.151641751,1.639315451
CsBa0.2Pb0.8BrI2,DMSO; Formamide,1; 1,25.0; 280.0,5.0; 10.0,FALSE,450,384.9711108,5.953168294
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 3 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,168,28.67641839,3.356075126
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 3 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,299.371,51.1005241,3.933794754
(CH3NH3)PbI3,DMF; DMSO >> IPA,7; 3 >> 1,Unknown >> 100.0,Unknown >> 10.0,FALSE,493.151,84.17740717,4.432926562
(CH3NH3)PbI3,DMF; DMSO,600; 78,100,3,FALSE,988.582,210.9299929,5.351526291
(CH3NH3)PbI3,DMF; DMSO,600; 78,100,3,FALSE,231.788,49.45572667,3.901077859
CsPbI3,DMF,1,60,45,FALSE,6627.14,1414.007733,7.254183316
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,60.0; 85,1.0; 25.0,FALSE,489.076,125.22275,4.830094151
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,60.0; 85,1.0; 25.0,FALSE,720,184.3484039,5.216827467
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,60.0; 85,1.0; 25.0,FALSE,681.579,174.5111122,5.16198842
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.3I2.7,none >> IPA >> IPA,1 >> 1 >> 1,Unknown >> 150 >> 100,Unknown >> 10.0 >> 60.0,FALSE,62.6679,2058.052595,7.629515472
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.3I2.7,none >> IPA >> IPA,1 >> 1 >> 1,Unknown >> 150 >> 100,Unknown >> 10.0 >> 60.0,FALSE,108.135,1083.563752,6.988010658
CsPbBrI2,DMF; DMSO,1; 9,45.0; 160.0,4.0; 10.0,FALSE,127.074,70.49457362,4.255535737
CsPbBrI2,DMF; DMSO,1; 9,45.0; 160.0,4.0; 10.0,FALSE,0.0556018,0.030845218,-3.478773561
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,,160,15,FALSE,114.489,39.0849341,3.665737076
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,,160,15,FALSE,980,334.5582145,5.812810899
((NH2)2CH)0.97(CH3NH3)0.03PbBr0.09I2.91,DMF; DMSO >> IPA,4; 1 >> 1,80.0 >> 140.0,2.0 >> 25.0,FALSE,5522.62,9449.107359,9.153675557
((NH2)2CH)0.97(CH3NH3)0.03PbBr0.09I2.91,DMF; DMSO >> IPA,4; 1 >> 1,80.0 >> 140.0,2.0 >> 25.0,FALSE,529.476,905.9242837,6.808955731
(CH3NH3)PbI3,DMSO >> IPA,1 >> 1,90.0 >> 80.0,30.0 >> 20.0,FALSE,988.582,590.60398,6.381145708
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,755.615,792.1620891,6.674766029
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,290,304.0265292,5.717114965
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,573.729,601.4787468,6.399391201
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,3211.41,42085.94455,10.64746911
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,800,10484.10375,9.257615461
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,2297.81,30113.09806,10.31271551
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,107.406,91.88490472,4.520536758
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,130.311,1125.312482,7.025816038
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,1230.76,10628.33982,9.271279281
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,710.163,607.5383087,6.409415233
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,22,9.388113162,2.239444332
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,30,12.80197249,2.54959926
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,41,17.49602908,2.861973945
CsPbBrI2,DMSO,1,100.0; 280.0,10.0; 10.0,FALSE,476.529,8230.218966,9.015567899
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,120,45,FALSE,1000,170.6929666,5.139866426
((NH2)2CH)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 140.0,15.0 >> 60.0,FALSE,230,393.5260243,5.975147201
((NH2)2CH)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 140.0,15.0 >> 60.0,FALSE,120,205.3179257,5.324559635
((NH2)2CH)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 140.0,15.0 >> 60.0,FALSE,480,8290.167238,9.022825421
((NH2)2CH)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 140.0,15.0 >> 60.0,FALSE,250,4317.795436,8.370500235
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,45,FALSE,1.50164,0.644619195,-0.439095532
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,45,FALSE,550,141.6613399,4.953439279
(C4H9NH3)2(CH3NH3)2Pb4I13,Unknown,,100,10,FALSE,10932.5,1251.484928,7.132086067
(C4H9NH3)2(CH3NH3)2Pb4I13,Unknown,,100,10,FALSE,10932.5,1251.484928,7.132086067
(CH3NH3)PbI3,DMF,1,115,30,FALSE,32.0466,54.83117866,4.004258986
(CH3NH3)PbI3,DMF,1,115,30,FALSE,61.4969,105.2201329,4.656054659
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 135.0,30.0 >> 15.0,TRUE,2000,341.3859332,5.833013606
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 135.0,30.0 >> 15.0,TRUE,10,1.706929666,0.53469624
CsPbBr3,DMF >> none,1 >> 1,Unknown,Unknown,FALSE,4595.61,158743.2311,11.97504328
(CH3NH3)PbI3,DMF; DMSO,5; 1,100,10,FALSE,83.579,42.79904236,3.756515728
(CH3NH3)PbI3,DMF; DMSO,5; 1,100,10,FALSE,354.907,181.7403861,5.202579219
(((CH3)4N))SnI3,DMSO,1,120,Unknown,FALSE,1423.23,242.9353508,5.492795362
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,90,FALSE,85,21.76335324,3.080227511
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,90,FALSE,224.885,57.57943169,4.053165415
